"","subID","phase","ln_AF7","ln_AF3","ln_AF4","ln_AF8","ln_F7","ln_F5","ln_F3","ln_F4","ln_F6","ln_F8","Left","Right","FAS","pre_FAS","delta_FAS_rest"
"31","a02","b10",0.088712392321353,-0.453829489423961,-0.675457706500947,-0.63978712228341,0.0863900485527491,-0.510032239845583,-0.52104650454803,-0.189168096539287,-0.175857937019252,-0.407873501411057,-0.261961158588694,-0.417628872750791,-0.155667714162096,0.0500881345061565,-0.205755848668253
"32","a02","b11",-0.15953345826338,-0.626408527244262,-0.814918590175581,-0.792504717353268,-0.163186464577837,-0.6262819371223,-0.638559344049344,-0.401467760718259,-0.230903274289504,-0.579262056242379,-0.442793946251424,-0.563811279755798,-0.121017333504374,0.0500881345061565,-0.17110546801053
"33","a02","b12",-0.023129771578037,-0.469569214641058,-0.72350025238314,-0.697138458973781,-0.023440534341104,-0.568214669066362,-0.588872028050039,-0.201922396080704,-0.121281575859984,-0.475950253493489,-0.33464524353532,-0.443958587358219,-0.109313343822899,0.0500881345061565,-0.159401478329056
"34","a02","b13",0.132904203554413,-0.354035383531465,-0.711709118849635,-0.677146820819214,0.133027325582379,-0.491842770353357,-0.496142112686537,-0.189381829806429,-0.298300849178966,-0.518038016827297,-0.215217747486913,-0.478915327096308,-0.263697579609395,0.0500881345061565,-0.313785714115551
"35","a02","b14",-0.0183076977155427,-0.50741317505776,-0.820030135271726,-0.791478627148751,-0.0231373596891439,-0.49502164239757,-0.500858344602119,-0.170162040089212,-0.299608581185713,-0.508365550636312,-0.308947643892427,-0.517928986866343,-0.208981342973916,0.0500881345061565,-0.259069477480072
"36","a02","b15",-0.0808097247585308,-0.437831937291539,-0.814229877998247,-0.790996787442274,-0.0829666403915066,-0.48429906851791,-0.482389658168699,-0.229389323366533,-0.278070779372479,-0.419356400198988,-0.313659405825637,-0.506408633675704,-0.192749227850067,0.0500881345061565,-0.242837362356224
"37","a02","b16",-0.0969174252378689,-0.330054272699157,-0.684944764021198,-0.663458098114017,-0.0970327697458627,-0.466693290889344,-0.472146336700972,-0.126320689775991,-0.221752226892143,-0.498216373513661,-0.292568819054641,-0.438938430463402,-0.146369611408761,0.0500881345061565,-0.196457745914918
"38","a02","b17",-0.145157139866598,-0.363692040400745,-0.726589814589134,-0.701362490343717,-0.148669626456965,-0.511475505349258,-0.511879186690175,-0.125952463902752,-0.253163836184226,-0.397834506454497,-0.336174699752748,-0.440980622294865,-0.104805922542117,0.0500881345061565,-0.154894057048274
"39","a02","b18",-0.256952380275819,-0.394225571600921,-0.727661776747874,-0.697738603072901,-0.250496594592073,-0.518219564022626,-0.521305104881507,-0.249945485039954,-0.289397146073667,-0.539747610003961,-0.388239843074589,-0.500898124187671,-0.112658281113082,0.0500881345061565,-0.162746415619239
"40","a02","b19",-0.104279879863471,-0.27039756966438,-0.697204017300861,-0.676561640504996,-0.107977152853891,-0.503081586795379,-0.509901844210571,-0.137435926935616,-0.163535963351348,-0.419877351641797,-0.299127606677539,-0.418922979946924,-0.119795373269385,0.0500881345061565,-0.169883507775541
"41","a02","b20",-0.138840191633127,-0.279873485996376,-0.629389290937648,-0.601184592873425,-0.145603122225976,-0.520492402718375,-0.528504485449773,-0.107865839844398,-0.281231875847894,-0.490746870088491,-0.322662737604725,-0.422083693918371,-0.0994209563136458,0.0500881345061565,-0.149509090819802
"42","a02","pretest",-0.492318485511859,-0.573878929663944,-0.560971890662024,-0.548678403504907,-0.494310364254452,-0.263224923369102,-0.266388549501149,-0.0258589735348246,-0.24985310517233,-0.454318206895638,-0.418024250460101,-0.367936115953945,0.0500881345061565,0.0500881345061565,0
"43","a03","b01",-0.480795817816622,-0.478567664191821,-0.426138203182508,-0.919207430601444,-0.494606969364565,-0.488696235993623,-0.500296525700115,-0.471934677158435,-0.473878871351601,-0.890607887800671,-0.488592642613349,-0.636353414018932,-0.147760771405583,-0.147610093105041,-0.000150678300541551
"44","a03","b02",-0.557343132980467,-0.553632279518239,-0.480079327066079,-0.885752391804319,-0.566211651502793,-0.562032405616411,-0.563834562697465,-0.453030188607265,-0.459695108187064,-0.851940897998242,-0.560610806463075,-0.626099582732594,-0.065488776269519,-0.147610093105041,0.082121316835522
"45","a03","b03",-0.519406690737833,-0.508576970258994,-0.331008824756995,-0.843488952276373,-0.531742639139383,-0.530274285099674,-0.522558840106959,-0.382934781305497,-0.385434055019005,-0.804865948917313,-0.522511885068569,-0.549546512455036,-0.0270346273864678,-0.147610093105041,0.120575465718573
"46","a03","b04",-0.352654363767541,-0.364193724662608,-0.483497531318677,-0.90672427386806,-0.369782283611088,-0.360781691455528,-0.369071859779136,-0.454043454125226,-0.452623966506843,-0.869209529990942,-0.36329678465518,-0.63321975116195,-0.26992296650677,-0.147610093105041,-0.122312873401729
"47","a03","b05",-0.518285139000337,-0.518765099158286,-0.463843616750957,-0.774650034859507,-0.530162459366705,-0.519122817051479,-0.525099438869954,-0.434293813455252,-0.425489903022145,-0.743343823521391,-0.522286990689352,-0.56832423832185,-0.0460372476324979,-0.147610093105041,0.101572845472543
"48","a03","b06",-0.579523469873592,-0.577319155727446,-0.536621939332916,-0.906642038230218,-0.595904711488307,-0.580484358459674,-0.588253002246534,-0.491290867362563,-0.493137750993753,-0.874914506064096,-0.584296939559111,-0.660521420396709,-0.0762244808375987,-0.147610093105041,0.0713856122674423
"49","a03","b07",-0.485723467875839,-0.488416304977811,-0.515355259541317,-0.968081800481145,-0.500041957851371,-0.492117094070955,-0.495710321950243,-0.491835868890591,-0.487050637242259,-0.939408540348324,-0.492401829345244,-0.680346421300727,-0.187944591955483,-0.147610093105041,-0.0403344988504423
"50","a03","b08",-0.477049003189441,-0.478229431703059,-0.443629199758324,-0.969354142471912,-0.493096426331987,-0.479512203834996,-0.485032599288433,-0.416438555914165,-0.420488060662779,-0.936015461247528,-0.482583932869583,-0.637185084010942,-0.154601151141359,-0.147610093105041,-0.00699105803631767
"51","a03","b09",-0.46538223108368,-0.469563665027006,-0.337127011429538,-0.876767263112541,-0.480428903235135,-0.464654218998848,-0.471340007153202,-0.333647385073606,-0.330858470786544,-0.853300281627194,-0.470273805099574,-0.546340082405885,-0.0760662773063103,-0.147610093105041,0.0715438157987306
"52","a03","b10",-0.293919628207554,-0.299396277140927,-0.250561277723036,-0.786047789917913,-0.299539457287176,-0.297150537450152,-0.296630825672261,-0.284999547296158,-0.282787667422111,-0.758190635706041,-0.297327345151614,-0.472517383613052,-0.175190038461438,-0.147610093105041,-0.0275799453563967
"53","a03","b11",-0.434396236598659,-0.444162704856712,-0.45603572440079,-0.879875929777074,-0.456754610086763,-0.442363619075164,-0.447377479349276,-0.394618385686209,-0.386178419943989,-0.848712807983169,-0.445010929993315,-0.593084253558246,-0.148073323564932,-0.147610093105041,-0.000463230459890662
"54","a03","b12",-0.56592668974396,-0.569090861806019,-0.450223164306661,-0.891418356115926,-0.579409926161189,-0.562267086929087,-0.575222434411186,-0.440789186000967,-0.443716454742997,-0.865638039191569,-0.570383399810288,-0.618357040071624,-0.0479736402613357,-0.147610093105041,0.0996364528437053
"55","a03","b13",-0.446892363152527,-0.455332321142591,-0.407554829689917,-0.859082620642913,-0.463719643294369,-0.448876396167842,-0.448124862219331,-0.422871414916796,-0.427860274111153,-0.823627078128333,-0.452589117195332,-0.588199243497822,-0.13561012630249,-0.147610093105041,0.0119999668025506
"56","a03","b14",-0.598563805443436,-0.608583985457397,-0.47240591060267,-0.861590122993685,-0.611864854700153,-0.601688108004215,-0.61011602669452,-0.439920723313814,-0.442940946418816,-0.813006903146733,-0.606163356059944,-0.605972921295143,0.000190434764800962,-0.147610093105041,0.147800527869842
"57","a03","b15",-0.282149412650104,-0.299868332644915,-0.362041019959012,-0.771401718241794,-0.297716619228572,-0.285663159408251,-0.286161260899329,-0.278296863108743,-0.287808509647254,-0.735955619256166,-0.290311756966234,-0.487100746042594,-0.19678898907636,-0.147610093105041,-0.0491788959713186
"58","a03","b16",-0.66975384117497,-0.699108839688939,-0.673991436980725,-0.881577197539581,-0.687864748924325,-0.69161710655568,-0.685037575885061,-0.705691678816827,-0.687656280229654,-0.836934715963373,-0.686676422445795,-0.757170261906032,-0.0704938394602372,-0.147610093105041,0.0771162536448037
"59","a03","b17",-0.46038824141951,-0.467331599908388,-0.387485030480616,-0.76887714638314,-0.475022441812069,-0.44910349019399,-0.455558218330421,-0.297576103779395,-0.290606335488641,-0.735031662670178,-0.461480798332876,-0.495915255760394,-0.0344344574275183,-0.147610093105041,0.113175635677523
"60","a03","b18",-0.408996457307192,-0.416669341348866,-0.318310157340135,-0.620254786127954,-0.421423111588287,-0.407182788097569,-0.413380536245943,-0.149715007522648,-0.152916600768751,-0.583862098284824,-0.413530446917571,-0.365011730008863,0.0485187169087086,-0.147610093105041,0.19612881001375
"61","a03","b19",-0.438534665931771,-0.449092635584944,-0.397645695652358,-0.758383651603709,-0.453858681161168,-0.434745009893071,-0.448635588352789,-0.277575124818989,-0.287472898485287,-0.720731513191206,-0.444973316184749,-0.48836177675031,-0.043388460565561,-0.147610093105041,0.10422163253948
"62","a03","b20",-0.381415597532116,-0.408801669940716,-0.475501411043739,-0.899129706112243,-0.396499543529326,-0.387217797527374,-0.398008065337355,-0.483288503297233,-0.487444783964182,-0.8620099894402,-0.394388534773377,-0.641474878771519,-0.247086343998142,-0.147610093105041,-0.0994762508931009
"63","a03","pretest",-0.126820637667875,-0.106952876315116,-0.0541511826132252,-0.537353740548054,-0.128479504363833,-0.121326230794867,-0.124353383962376,-0.109202878071387,-0.105408051011861,-0.539867246384745,-0.121586526620813,-0.269196619725854,-0.147610093105041,-0.147610093105041,0
"64","a04","b01",-0.171943319361093,-0.384385360575862,-0.918047007168994,-1.20248275783731,-0.878893595446479,-0.912779116832479,-0.304749025973527,-1.20460009194465,-1.20369091429816,-1.20139772046741,-0.530550083637888,-1.1460436983433,-0.615493614705415,-0.518415938646043,-0.0970776760593715
"65","a04","b02",-0.442776718855022,-0.633433918523352,-1.14024176602035,-1.53000541068205,-1.08924472282205,-1.15361765763845,-0.518613586954004,-1.5025221296714,-1.52243161644957,-1.52545506164515,-0.767537320958575,-1.44413119689371,-0.67659387593513,-0.518415938646043,-0.158177937289087
"66","a04","b03",-0.416804121676641,-0.621747417390391,-1.11065438638062,-1.53826258188672,-1.06661375841266,-1.12807979530257,-0.445032765443721,-1.49992919868647,-1.52627758737062,-1.52044200940223,-0.735655571645198,-1.43911315274533,-0.703457581100134,-0.518415938646043,-0.185041642454091
"67","a04","b04",-0.633949337623016,-0.81339715588939,-1.24204337192518,-1.66305408919637,-1.28740457423863,-1.34564029940667,-0.559424231621088,-1.6104625845348,-1.63125050618101,-1.60730670636024,-0.92796311975576,-1.55082345163952,-0.622860331883761,-0.518415938646043,-0.104444393237718
"68","a04","b05",-0.50727770912191,-0.702095537990592,-1.12030417908664,-1.51460177959388,-1.19280154975382,-1.24490416073711,-0.56722951216105,-1.45943117513873,-1.4768128699618,-1.46638107898435,-0.842861693952898,-1.40750621655308,-0.564644522600183,-0.518415938646043,-0.0462285839541394
"69","a04","b06",-0.722933865344993,-0.913837096620366,-1.26892143527027,-1.63156251319224,-1.28161934521372,-1.35276271956458,-0.66420884319249,-1.59061266248698,-1.60618134776289,-1.59157108512967,-0.98707237398723,-1.53776980876841,-0.550697434781182,-0.518415938646043,-0.0322814961351391
"70","a04","b07",-0.653799369628534,-0.82395619197975,-1.18797039168689,-1.56067164246491,-1.18362764066519,-1.24555623923564,-0.55740125971834,-1.5152862237105,-1.5319100884873,-1.53815060123147,-0.892868140245491,-1.46679778951621,-0.573929649270723,-0.518415938646043,-0.0555137106246794
"71","a04","b08",-0.719708593406158,-0.876421209731517,-1.21808238533258,-1.63354205393269,-1.19993147535252,-1.25929664238667,-0.559491015553307,-1.60299961230584,-1.6131824994867,-1.61132366032055,-0.922969787286035,-1.53582604227567,-0.612856254989637,-0.518415938646043,-0.0944403163435933
"72","a04","b09",-0.761583824850484,-0.918086739350887,-1.26706833811466,-1.63650449623655,-1.21722395899711,-1.28360198295773,-0.633400134304561,-1.59406495708196,-1.60665160797613,-1.61583688321966,-0.962779328092155,-1.54402525652579,-0.581245928433638,-0.518415938646043,-0.0628299897875947
"73","a04","b10",-0.752840548169781,-0.885107400749706,-1.22956800090562,-1.53624364907543,-1.10349184937225,-1.16519293358524,-0.541612967052211,-1.49049257966284,-1.50801082844006,-1.50360759648264,-0.889649139785839,-1.45358453091332,-0.563935391127478,-0.518415938646043,-0.0455194524814351
"74","a04","b11",-0.777218089677265,-0.917766585906463,-1.29873184036104,-1.65837991973678,-1.21464248449867,-1.27332723886334,-0.642990520809305,-1.63275396867729,-1.64089040520168,-1.63219825534929,-0.96518898395101,-1.57259087786522,-0.607401893914207,-0.518415938646043,-0.088985955268164
"75","a04","b12",-0.853973352519914,-1.00556227913661,-1.35898833818776,-1.67794345397242,-1.30049103267155,-1.35316038385017,-0.673231907845027,-1.62120390022585,-1.64152855365263,-1.63422998042742,-1.03728379120466,-1.58677884529321,-0.549495054088559,-0.518415938646043,-0.0310791154425155
"76","a04","b13",-0.869259404539297,-1.0185957876181,-1.3563367767905,-1.67305298818858,-1.40281430390281,-1.46159906494745,-0.777407347104044,-1.63476920968884,-1.6460745838135,-1.64200748994969,-1.10593518162234,-1.59044820968622,-0.484513028063879,-0.518415938646043,0.0339029105821639
"77","a04","b14",-0.794507189466134,-0.951844077285513,-1.36280441975731,-1.71545238243815,-1.33586468119525,-1.39167343350198,-0.689743913065959,-1.65769196057924,-1.66496377730724,-1.65259667301957,-1.03272665890297,-1.6107018426203,-0.577975183717333,-0.518415938646043,-0.0595592450712902
"78","a04","b15",-0.648506430794252,-0.803850894242972,-1.19632834210592,-1.46441095463196,-1.12751495027642,-1.18797621664084,-0.531426724418327,-1.41272552732611,-1.4272204752443,-1.42872204755656,-0.859855043274561,-1.38588146937297,-0.526026426098409,-0.518415938646043,-0.00761048745236559
"79","a04","b16",-0.651431462354978,-0.806879194096293,-1.27052582254787,-1.61409649320623,-1.27067035819334,-1.33436916632761,-0.6336361819953,-1.55701667557675,-1.56992170858782,-1.55784457570278,-0.939397272593504,-1.51388105512429,-0.574483782530788,-0.518415938646043,-0.0560678438847443
"80","a04","b17",-0.771690797536598,-0.911518844229712,-1.36269018663252,-1.60670469070294,-1.22161878475323,-1.2834471828883,-0.632306527535014,-1.53850876179769,-1.56303988273133,-1.56359183018923,-0.964116427388572,-1.52690707041074,-0.56279064302217,-0.518415938646043,-0.0443747043761268
"81","a04","b18",-0.602622494613912,-0.778031658036459,-1.23007667567742,-1.59829702537649,-1.15732591393495,-1.21576153862145,-0.498364106170536,-1.55598677546382,-1.56325920663157,-1.55654335932311,-0.850421142275463,-1.50083260849448,-0.650411466219019,-0.518415938646043,-0.131995527572976
"82","a04","b19",-0.780466551336961,-0.935132956033044,-1.31539789600383,-1.70221825867441,-1.25599780964726,-1.3132006206841,-0.686712387336535,-1.63207944723143,-1.64597128763229,-1.64372781502231,-0.994302065007579,-1.58787894091285,-0.593576875905276,-0.518415938646043,-0.0751609372592327
"83","a04","b20",-0.579226935536557,-0.736097185076896,-1.13543599143931,-1.57029523036217,-1.03617931404776,-1.08221329238629,-0.402893882353251,-1.50679402831988,-1.52471835464887,-1.5305368990052,-0.76732212188015,-1.45355610075509,-0.686233978874937,-0.518415938646043,-0.167818040228893
"84","a04","pretest",0.373386295562284,0.09473499585017,-0.496064666020199,-0.444920275568018,-0.248718095776366,-0.278510878452103,0.0321252848498246,-0.57659674081963,-0.593254396015826,-0.508226012772734,-0.00539647959323791,-0.523812418239281,-0.518415938646043,-0.518415938646043,0
"85","a05","b01",-0.644119372506496,-0.606501644197326,-0.927106604452115,-1.06638959709203,-0.651939742179844,-0.654992907321052,-0.670186463915693,-1.07946737978445,-1.06841636676394,-1.14027816390446,-0.645548026024082,-1.0563316223994,-0.410783596375317,-0.349230849448145,-0.0615527469271722
"86","a05","b02",-0.6565068656497,-0.621558442020968,-0.930463500109452,-1.07515573026202,-0.660496958555258,-0.659345258498049,-0.665871301904682,-1.09549081911094,-1.08824067694461,-1.15283685575898,-0.652755765325731,-1.0684375164372,-0.415681751111468,-0.349230849448145,-0.0664509016633231
"87","a05","b03",-0.665811991378414,-0.634371865138179,-0.945240479643979,-1.09265429934988,-0.670801353354662,-0.671396090677957,-0.683880483987697,-1.085758604691,-1.07465832312669,-1.16766322769037,-0.665252356907382,-1.07319498690038,-0.407942629993001,-0.349230849448145,-0.0587117805448562
"88","a05","b04",-0.63109800072156,-0.594568742937851,-0.85183421748585,-1.01654945655424,-0.645852338729268,-0.642350510199607,-0.650871871847162,-1.0317842777022,-1.03071084931346,-1.11717485550812,-0.632948292887089,-1.00961073131277,-0.376662438425686,-0.349230849448145,-0.0274315889775405
"89","a05","b05",-0.772948500199004,-0.737870194223461,-1.00206177490305,-1.162090636431,-0.779941794278432,-0.777885325215514,-0.783267428448964,-1.15909684512436,-1.15655668664169,-1.2234856219022,-0.770382648473075,-1.14065831300046,-0.370275664527383,-0.349230849448145,-0.0210448150792382
"90","a05","b06",-0.652349253005366,-0.611478285031658,-0.955836016113763,-1.12080883451693,-0.660274435303008,-0.663939719350671,-0.673666459140851,-1.12953470633046,-1.12808353111986,-1.19659460424376,-0.652341630366311,-1.10617153846496,-0.453829908098645,-0.349230849448145,-0.1045990586505
"91","a05","b07",-0.673308924414684,-0.62802450061137,-0.915659065258022,-1.08342167273706,-0.691071589285624,-0.689204362632959,-0.700822527684608,-1.07613274417777,-1.07042437022602,-1.15586313341461,-0.676486380925849,-1.0603001971627,-0.383813816236848,-0.349230849448145,-0.0345829667887031
"92","a05","b08",-0.44431990644665,-0.383532153673929,-0.774457219360567,-0.929605370569632,-0.444692508014356,-0.459519047190787,-0.46097922733533,-0.923464692762247,-0.928227950759016,-1.01403123043117,-0.438608568532211,-0.913957292776526,-0.475348724244315,-0.349230849448145,-0.12611787479617
"93","a05","b09",-0.547435741883538,-0.490579794425439,-0.900883188620673,-1.05604000090641,-0.560444738100884,-0.562715775433713,-0.56266155944365,-1.07373924985287,-1.0467863329614,-1.12827843974116,-0.544767521857445,-1.0411454424165,-0.496377920559058,-0.349230849448145,-0.147147071110913
"94","a05","b10",-0.636457010754129,-0.587928752033699,-0.91051882910063,-1.06246525463204,-0.656420134522325,-0.649430259576221,-0.649882350377608,-1.0561772574919,-1.03870173185558,-1.09874102694069,-0.636023701452796,-1.03332082000417,-0.397297118551372,-0.349230849448145,-0.0480662691032273
"95","a05","b11",-0.569239521664605,-0.525129911348738,-0.791473027835025,-0.946385578403997,-0.576950570639321,-0.580342700687398,-0.587982605299388,-0.979925730479305,-0.97669915587137,-1.0347601720021,-0.56792906192789,-0.945848732918359,-0.377919670990469,-0.349230849448145,-0.0286888215423242
