"","subID","phase","ln_Fz","pre_MFT","delta_MFT_rest"
"767","l07","b11",0.445255964723443,0.46937427004753,-0.0241183053240875
"768","l07","b12",0.668009883305361,0.46937427004753,0.198635613257831
"769","l07","b13",0.474407523188593,0.46937427004753,0.00503325314106251
"770","l07","b14",0.518001463321688,0.46937427004753,0.0486271932741578
"771","l07","b15",0.728759860264737,0.46937427004753,0.259385590217206
"772","l07","b16",0.538265052397393,0.46937427004753,0.068890782349863
"773","l07","b17",0.712028688165671,0.46937427004753,0.242654418118141
"774","l07","b18",0.648067346943365,0.46937427004753,0.178693076895835
"775","l07","b19",0.648135605206703,0.46937427004753,0.178761335159173
"776","l07","b20",0.700595700599123,0.46937427004753,0.231221430551592
"777","l07","pretest",0.46937427004753,0.46937427004753,0
"778","l08","b01",0.717666870020834,0.46937427004753,0.248292599973303
"779","l08","b02",0.58458739260736,0.46937427004753,0.11521312255983
"780","l08","b03",0.58036250837831,0.46937427004753,0.11098823833078
"781","l08","b04",0.571085491229152,0.46937427004753,0.101711221181622
"782","l08","b05",0.660971784946442,0.46937427004753,0.191597514898912
"783","l08","b06",0.464614104993291,0.46937427004753,-0.00476016505423948
"784","l08","b07",0.466067995021663,0.46937427004753,-0.00330627502586728
"785","l08","b08",0.414375807231686,0.46937427004753,-0.0549984628158447
"786","l08","b09",0.387355221674141,0.46937427004753,-0.0820190483733897
"787","l08","b10",0.378907541533504,0.46937427004753,-0.090466728514026
"788","l08","b11",0.478024741975889,0.46937427004753,0.00865047192835899
"789","l08","b12",0.601162323529881,0.46937427004753,0.131788053482351
"790","l08","b13",0.585253180067865,0.46937427004753,0.115878910020334
"791","l08","b14",0.613119624064733,0.46937427004753,0.143745354017202
"792","l08","b15",0.611160867177303,0.46937427004753,0.141786597129773
"793","l08","b16",0.508449670089122,0.46937427004753,0.0390754000415913
"794","l08","b17",0.765720595311886,0.46937427004753,0.296346325264356
"795","l08","b18",0.733495194063153,0.46937427004753,0.264120924015623
"796","l08","b19",0.68360978091356,0.46937427004753,0.21423551086603
"797","l08","b20",0.761378178397933,0.46937427004753,0.292003908350402
"798","l08","pretest",0.46937427004753,0.46937427004753,0
"799","l09","b01",0.804132651817766,0.537912147167327,0.266220504650439
"800","l09","b02",0.661139466374463,0.537912147167327,0.123227319207136
"801","l09","b03",0.68779135571669,0.537912147167327,0.149879208549363
"802","l09","b04",0.621099478397897,0.537912147167327,0.0831873312305696
"803","l09","b05",0.764747416744862,0.537912147167327,0.226835269577535
"804","l09","b06",0.687904617776368,0.537912147167327,0.149992470609041
"805","l09","b07",0.727954027541552,0.537912147167327,0.190041880374225
"806","l09","b08",0.666541021011085,0.537912147167327,0.128628873843758
"807","l09","b09",0.709052805289927,0.537912147167327,0.1711406581226
"808","l09","b10",0.641679234952749,0.537912147167327,0.103767087785422
"809","l09","b11",0.682794380478631,0.537912147167327,0.144882233311304
"810","l09","b12",0.867236223918954,0.537912147167327,0.329324076751627
"811","l09","b13",0.65137417555182,0.537912147167327,0.113462028384493
"812","l09","b14",0.66104412519595,0.537912147167327,0.123131978028623
"813","l09","b15",0.743041362685492,0.537912147167327,0.205129215518164
"814","l09","b16",0.854690575951018,0.537912147167327,0.316778428783691
"815","l09","b17",0.755592199217759,0.537912147167327,0.217680052050432
"816","l09","b18",0.624876865802522,0.537912147167327,0.0869647186351946
"817","l09","b19",0.822015356507259,0.537912147167327,0.284103209339931
"818","l09","b20",0.763366210381012,0.537912147167327,0.225454063213684
"819","l09","pretest",0.537912147167327,0.537912147167327,0
"820","l10","b01",0.65734839472944,0.390263310750251,0.267085083979189
"821","l10","b02",0.67735493770102,0.390263310750251,0.287091626950768
"822","l10","b03",0.577465605432584,0.390263310750251,0.187202294682332
"823","l10","b04",0.818053145104639,0.390263310750251,0.427789834354388
"824","l10","b05",0.650364308028972,0.390263310750251,0.26010099727872
"825","l10","b06",0.700734624455566,0.390263310750251,0.310471313705315
"826","l10","b07",0.777580642289053,0.390263310750251,0.387317331538802
"827","l10","b08",0.652805327986749,0.390263310750251,0.262542017236497
"828","l10","b09",0.81960837950459,0.390263310750251,0.429345068754339
"829","l10","b10",0.709828962928632,0.390263310750251,0.31956565217838
"830","l10","b11",0.583529323812065,0.390263310750251,0.193266013061814
"831","l10","b12",0.606397252765667,0.390263310750251,0.216133942015415
"832","l10","b13",0.679987562478497,0.390263310750251,0.289724251728246
"833","l10","b14",0.619997545748771,0.390263310750251,0.229734234998519
"834","l10","b15",0.649245710697521,0.390263310750251,0.25898239994727
"835","l10","b16",0.424754323417978,0.390263310750251,0.0344910126677261
"836","l10","b17",0.629519662118753,0.390263310750251,0.239256351368501
"837","l10","b18",0.664089607251395,0.390263310750251,0.273826296501144
"838","l10","b19",0.66887264467811,0.390263310750251,0.278609333927859
"839","l10","b20",0.44736098493163,0.390263310750251,0.0570976741813782
"840","l10","pretest",0.390263310750251,0.390263310750251,0
"841","l11","b01",0.860487951082167,1.04134092272495,-0.180852971642783
"842","l11","b02",0.958652719630538,1.04134092272495,-0.0826882030944122
"843","l11","b03",0.938505220172582,1.04134092272495,-0.102835702552369
"844","l11","b04",0.845925163562446,1.04134092272495,-0.195415759162504
"845","l11","b05",0.866358095280603,1.04134092272495,-0.174982827444347
"846","l11","b06",0.78710522209569,1.04134092272495,-0.254235700629261
"847","l11","b07",0.811715602742647,1.04134092272495,-0.229625319982304
"848","l11","b08",0.878940549701915,1.04134092272495,-0.162400373023035
"849","l11","b09",0.829262938230113,1.04134092272495,-0.212077984494838
"850","l11","b10",1.07586805181243,1.04134092272495,0.0345271290874798
"851","l11","b11",0.914207193621077,1.04134092272495,-0.127133729103874
"852","l11","b12",0.800321527659967,1.04134092272495,-0.241019395064983
"853","l11","b13",0.780388534145212,1.04134092272495,-0.260952388579739
"854","l11","b14",0.806913576575288,1.04134092272495,-0.234427346149663
"855","l11","b15",1.02642483200751,1.04134092272495,-0.0149160907174397
"856","l11","b16",0.780133880189569,1.04134092272495,-0.261207042535381
